title,index_movie
the birdcage,"[8966, 11837, 666, 3001, 3083]"
virgin mary,"[1154, 7439, 8226, 19683, 16630]"
the brothers mcmullen,"[269, 20426, 790, 10739, 569]"
bad boys,"[5025, 1033, 1677, 3722, 1788]"
the basketball diaries,"[317, 7997, 11372, 12544, 11688]"
an awfully big adventure,"[13043, 5249, 943, 11912, 5287]"
amateur,"[2325, 11688, 8208, 13221, 16337]"
apollo 13,"[21199, 2182, 18470, 408, 9716]"
rob roy,"[6107, 2659, 13487, 9, 2183]"
the addiction,"[8226, 965, 11307, 11638, 18658]"
batman forever,"[453, 7576, 17374, 17103, 9075]"
belle de jour,"[4994, 5827, 14851, 14095, 5292]"
beyond rangoon,"[9594, 8802, 11929, 5180, 16706]"
blue in the face,"[21501, 7699, 17959, 15466, 15955]"
canadian bacon,"[5515, 21352, 19708, 2759, 3204]"
casper,"[20700, 1095, 10758, 8923, 12234]"
clockers,"[7477, 9944, 11109, 2182, 12746]"
crimson tide,"[15672, 16390, 11688, 12201, 7439]"
crumb,"[4778, 5126, 21713, 8501, 16000]"
desperado,"[278, 8299, 4445, 15807, 3613]"
devil in a blue dress,"[165, 19254, 13702, 11876, 11624]"
die hard: with a vengeance,"[15309, 3780, 4967, 8920, 8882]"
the doom generation,"[13978, 18672, 4445, 7439, 4274]"
first knight,"[8057, 15442, 4469, 8816, 8155]"
free willy 2 - the adventure home,"[2639, 2755, 8389, 2496, 10436]"
hackers,"[16800, 10423, 4477, 6730, 5023]"
jeffrey,"[2922, 13867, 1167, 9643, 1788]"
johnny mnemonic,"[21072, 12496, 8811, 1977, 4123]"
judge dredd,"[2290, 304, 8863, 2545, 7464]"
kids,"[21372, 18454, 2811, 19444, 5507]"
living in oblivion,"[5981, 3497, 4274, 4358, 3699]"
lord of illusions,"[968, 10423, 17574, 19193, 16510]"
mad love,"[7760, 18960, 3308, 6454, 8119]"
mallrats,"[95, 11904, 20120, 11822, 8224]"
mighty morphin power rangers: the movie,"[21041, 6122, 5222, 13691, 2735]"
moonlight and valentino,"[19897, 4848, 361, 4759, 383]"
mute witness,"[6884, 10303, 9624, 11629, 2759]"
nadja,"[5578, 21189, 10751, 15901, 10660]"
the net,"[6775, 1719, 18679, 3842, 2209]"
nine months,"[1302, 2540, 4330, 1344, 2242]"
party girl,"[8404, 20226, 11901, 3142, 7649]"
the prophecy,"[6921, 8093, 20603, 1777, 3653]"
safe,"[4848, 6884, 8226, 20459, 180]"
the scarlet letter,"[7301, 20892, 8740, 7558, 7439]"
smoke,"[14729, 3502, 9306, 3068, 21014]"
something to talk about,"[2394, 3993, 11560, 1746, 4274]"
species,"[6624, 941, 3743, 4229, 17549]"
the stars fell on henrietta,"[85, 17334, 906, 137, 15243]"
strange days,"[21392, 9391, 21679, 12577, 7689]"
the umbrellas of cherbourg,"[8261, 6669, 6938, 13005, 2126]"
three wishes,"[17833, 4593, 1808, 9565, 1253]"
total eclipse,"[16464, 5287, 5249, 20593, 10840]"
"to wong foo, thanks for everything! julie newmar","[3336, 21741, 1402, 20694, 3892]"
under siege 2: dark territory,"[1000, 11421, 1128, 3652, 15659]"
unstrung heroes,"[9279, 12532, 16184, 7916, 14588]"
unzipped,"[19072, 18545, 20097, 16054, 14027]"
a walk in the clouds,"[1344, 5549, 7672, 913, 14878]"
waterworld,"[18151, 9135, 3933, 5509, 8523]"
white man's burden,"[13702, 21249, 8244, 376, 127]"
wild bill,"[15673, 4792, 13206, 4696, 4965]"
the browning version,"[13850, 1632, 16241, 6774, 9691]"
burnt by the sun,"[19969, 2452, 18502, 18638, 5015]"
before the rain,"[10448, 8420, 8941, 17822, 5754]"
before sunrise,"[17557, 21372, 7202, 16537, 1573]"
billy madison,"[13740, 15975, 6702, 11886, 10755]"
boys on the side,"[13549, 13858, 5073, 18143, 17799]"
the cure,"[5702, 11838, 205, 15172, 20892]"
castle freak,"[12489, 7773, 11333, 16708, 10030]"
circle of friends,"[11398, 11647, 20047, 10579, 11601]"
clerks,"[4274, 17441, 3017, 14820, 17719]"
don juan demarco,"[317, 7997, 1097, 8428, 11181]"
disclosure,"[2439, 9477, 4326, 4384, 2608]"
drop zone,"[485, 14443, 5098, 3434, 2383]"
death and the maiden,"[6884, 6221, 11511, 2759, 14570]"
dolores claiborne,"[2503, 2094, 5359, 6365, 10658]"
dumb and dumber,"[1134, 2593, 2824, 458, 20725]"
eat drink man woman,"[3527, 13005, 10527, 4671, 5901]"
exotica,"[15026, 21008, 9207, 1591, 11994]"
ed wood,"[7644, 16165, 236, 11887, 16337]"
french kiss,"[750, 1159, 4759, 1670, 3140]"
forget paris,"[9032, 584, 7956, 9515, 9424]"
far from home: the adventures of yellow dog,"[6006, 6569, 4039, 8824, 11617]"
a goofy movie,"[12202, 1688, 493, 18122, 722]"
fluke,"[5777, 4190, 1764, 3601, 2561]"
farinelli,"[3935, 6985, 10917, 11061, 14254]"
the glass shield,"[4496, 3572, 4775, 4252, 3232]"
hoop dreams,"[12203, 12782, 16798, 7699, 14998]"
heavenly creatures,"[19752, 15049, 14570, 9620, 12212]"
houseguest,"[13347, 413, 18109, 7464, 2586]"
immortal beloved,"[19824, 7243, 5849, 5369, 3947]"
heavyweights,"[7778, 50, 13592, 6764, 7327]"
the hunted,"[14591, 15014, 2213, 4957, 582]"
i.q.,"[6454, 3840, 7323, 9905, 1810]"
interview with the vampire,"[4084, 95, 5547, 7301, 20150]"
jefferson in paris,"[3083, 3189, 1422, 16, 7439]"
just cause,"[10484, 9477, 2675, 368, 431]"
kiss of death,"[15309, 15174, 3567, 7333, 7931]"
star wars,"[841, 6569, 7627, 553, 1897]"
little women,"[3631, 7199, 173, 8057, 8843]"
a little princess,"[9190, 5241, 786, 17108, 7671]"
ladybird ladybird,"[3347, 12193, 4749, 3295, 14959]"
l'enfer,"[11635, 19461, 11945, 12882, 21458]"
like water for chocolate,"[17370, 13547, 21800, 4409, 15732]"
legends of the fall,"[9762, 1348, 8454, 10732, 15442]"
major payne,"[17230, 10505, 14361, 16649, 3545]"
little odessa,"[4741, 11195, 8495, 1756, 3601]"
mi vida loca,"[14531, 5309, 20395, 7747, 2358]"
losing isaiah,"[13672, 12373, 643, 5218, 15868]"
the madness of king george,"[867, 11170, 826, 11511, 15446]"
mary shelley's frankenstein,"[8740, 6179, 19723, 8307, 6318]"
man of the house,"[14478, 21034, 195, 14051, 284]"
mixed nuts,"[8878, 1222, 240, 18551, 21567]"
milk money,"[7323, 11420, 8946, 3582, 13354]"
miracle on 34th street,"[4812, 2540, 1344, 8482, 638]"
miami rhapsody,"[9858, 1406, 2917, 17610, 20994]"
my family,"[2917, 6514, 4671, 13927, 8099]"
murder in the first,"[679, 3941, 3552, 7958, 2974]"
nobody's fool,"[1359, 14896, 12202, 11838, 8484]"
nell,"[2540, 20654, 2158, 886, 7122]"
natural born killers,"[368, 2439, 8489, 5309, 10484]"
only you,"[11420, 9070, 2410, 1222, 2138]"
once were warriors,"[19390, 9998, 3206, 4713, 4258]"
outbreak,"[2797, 2815, 585, 1049, 3652]"
leon: the professional,"[4675, 21292, 3641, 2503, 20892]"
the perez family,"[18551, 3001, 5247, 3208, 7709]"
pulp fiction,"[11735, 14221, 12357, 13922, 13371]"
panther,"[6884, 4848, 15446, 20459, 4948]"
pushing hands,"[15984, 5083, 16173, 6663, 15778]"
priest,"[9701, 9484, 17981, 3980, 6840]"
quiz show,"[6318, 7558, 7439, 4850, 2199]"
picture bride,"[9495, 19736, 15477, 20438, 12238]"
queen margot,"[17093, 17567, 8895, 7937, 7719]"
the quick and the dead,"[16032, 14443, 9978, 4696, 1306]"
roommates,"[7439, 2182, 20887, 18470, 3208]"
prêt-à-porter,"[3068, 21014, 20520, 8226, 1564]"
three colors: red,"[18239, 19057, 7086, 7719, 16331]"
three colors: blue,"[12341, 15907, 21794, 11609, 11945]"
three colors: white,"[11696, 12879, 21718, 12940, 17148]"
rent-a-kid,"[17330, 17474, 20660, 15896, 1211]"
the swan princess,"[11683, 21628, 1639, 1688, 13689]"
the secret of roan inish,"[3568, 16298, 5100, 678, 12378]"
the specialist,"[10484, 4820, 2826, 2815, 9477]"
stargate,"[17102, 20444, 17167, 14770, 16517]"
the santa clause,"[20510, 1475, 14175, 20892, 20500]"
the shawshank redemption,"[6746, 917, 10756, 5354, 353]"
shallow grave,"[14570, 20348, 10743, 2759, 11511]"
suture,"[18400, 14432, 15620, 4448, 5228]"
strawberry and chocolate,"[21221, 17803, 19263, 18416, 10451]"
swimming with sharks,"[3318, 19300, 5262, 21523, 3703]"
the sum of us,"[9322, 7915, 10463, 7554, 13417]"
senior trip,"[1298, 9967, 60, 5569, 9243]"
to live,"[921, 8276, 6244, 13267, 8618]"
tank girl,"[5569, 17487, 2703, 17102, 2480]"
tales from the crypt: demon knight,"[13157, 2880, 1677, 262, 1003]"
star trek: generations,"[990, 991, 1717, 993, 989]"
tales from the hood,"[13157, 18409, 260, 1511, 12586]"
village of the damned,"[3849, 10161, 9724, 4229, 15227]"
tommy boy,"[18109, 2840, 8354, 6272, 2030]"
vanya on 42nd street,"[15868, 5795, 9211, 7608, 2640]"
the underneath,"[18601, 5907, 5917, 8299, 8874]"
what's eating gilbert grape,"[7301, 20426, 3840, 5047, 12269]"
virtuosity,"[261, 9421, 8299, 2921, 5098]"
while you were sleeping,"[427, 13347, 15442, 7301, 7760]"
the war,"[2940, 5520, 3626, 18470, 7875]"
muriel's wedding,"[1006, 16352, 20468, 285, 7393]"
the baby-sitters club,"[2442, 13347, 2549, 2182, 8057]"
ace ventura: pet detective,"[634, 5804, 11560, 6604, 5493]"
"the adventures of priscilla, queen of the desert","[12480, 14843, 271, 13801, 5585]"
backbeat,"[4594, 7608, 1467, 18035, 15415]"
bitter moon,"[2021, 2163, 973, 5836, 10390]"
bullets over broadway,"[9643, 5914, 9495, 3600, 10774]"
clear and present danger,"[126, 2389, 3209, 14249, 5098]"
the client,"[2439, 9477, 679, 18393, 7372]"
"corrina, corrina","[1097, 18550, 5456, 15567, 512]"
crooklyn,"[2182, 18470, 11154, 17264, 240]"
the crow,"[12391, 21760, 8348, 11960, 13677]"
cobb,"[5981, 8226, 11307, 11638, 18658]"
forrest gump,"[199, 269, 5388, 13867, 11835]"
four weddings and a funeral,"[4067, 12626, 21005, 11244, 615]"
higher learning,"[8057, 15172, 19100, 7318, 4914]"
i love trouble,"[507, 269, 200, 5442, 21201]"
it could happen to you,"[21194, 13354, 3095, 15826, 5960]"
the jungle book,"[8521, 6192, 19368, 9999, 493]"
the lion king,"[2644, 754, 6881, 727, 7031]"
little buddha,"[12380, 14800, 17981, 10757, 8702]"
new nightmare,"[4973, 12347, 326, 8141, 4396]"
the mask,"[11923, 1870, 1298, 14912, 9452]"
maverick,"[596, 1278, 6320, 15992, 922]"
mrs. parker and the vicious circle,"[8226, 5057, 19902, 4848, 13428]"
the naked gun 33⅓: the final insult,"[7700, 3311, 3107, 255, 1810]"
the paper,"[3308, 81, 4243, 19111, 872]"
reality bites,"[14678, 1419, 7844, 18470, 1836]"
red rock west,"[13508, 13540, 12357, 20920, 11688]"
ri¢hie ri¢h,"[17257, 413, 7974, 502, 14651]"
the river wild,"[2213, 16110, 5509, 2389, 21168]"
speed,"[8360, 6569, 12664, 553, 2540]"
speechless,"[6299, 3956, 333, 2266, 10988]"
timecop,"[20700, 12973, 8863, 11550, 21020]"
true lies,"[20536, 4016, 6871, 6569, 17008]"
when a man loves a woman,"[11474, 15442, 888, 5236, 8507]"
wolf,"[4682, 20892, 3974, 7439, 3365]"
wyatt earp,"[668, 4485, 9526, 13870, 7155]"
s.f.w.,"[19897, 9850, 3107, 15281, 240]"
a low down dirty shame,"[14591, 39, 3095, 14031, 624]"
colonel chabert,"[13062, 11130, 11945, 13354, 10540]"
"faster, pussycat! kill! kill!","[19906, 12612, 15139, 2817, 3023]"
jason's lyric,"[7956, 12269, 20150, 6684, 6267]"
coldblooded,"[176, 2115, 10661, 13978, 17035]"
fall time,"[10533, 12322, 9035, 2155, 1977]"
in the mouth of madness,"[16557, 10904, 17574, 19193, 6268]"
8 seconds,"[3419, 7997, 177, 1657, 111]"
above the rim,"[13164, 19504, 3759, 15081, 380]"
addams family values,"[8545, 1514, 10527, 7586, 2926]"
the age of innocence,"[3308, 8253, 7242, 11665, 15442]"
airheads,"[1302, 4330, 744, 4767, 7624]"
the air up there,"[16184, 4948, 14824, 12618, 12845]"
barcelona,"[142, 615, 6860, 14380, 19897]"
beverly hills cop iii,"[3006, 9611, 2934, 3741, 3777]"
black beauty,"[1337, 668, 2379, 6323, 6206]"
blink,"[12347, 292, 4973, 7776, 8394]"
blown away,"[3589, 7478, 1988, 9479, 4495]"
blue chips,"[643, 15868, 7439, 3108, 2570]"
blue sky,"[3748, 9981, 4972, 2634, 5941]"
body snatchers,"[2678, 6414, 3410, 16065, 1624]"
a bronx tale,"[5040, 1424, 11688, 11870, 11735]"
carlito's way,"[4876, 8485, 4466, 15807, 2213]"
clean slate,"[5636, 6299, 303, 629, 5638]"
cliffhanger,"[14443, 14591, 19527, 533, 16562]"
color of night,"[4093, 8863, 3960, 11781, 9876]"
the cowboy way,"[7363, 5569, 18609, 15266, 2957]"
dangerous game,"[5912, 6281, 12899, 2716, 14214]"
dave,"[12778, 6323, 1004, 11560, 3017]"
dazed and confused,"[3394, 2324, 2506, 14795, 2057]"
demolition man,"[2921, 12393, 13193, 3652, 21092]"
fatal instinct,"[333, 629, 5638, 5635, 5636]"
farewell my concubine,"[18003, 6136, 2930, 8030, 19784]"
fearless,"[1337, 7155, 5550, 13561, 85]"
fear of a black hat,"[5040, 3208, 14755, 12814, 16345]"
with honors,"[1788, 11021, 2296, 12265, 9846]"
flesh and bone,"[20617, 8506, 12344, 4316, 3679]"
for love or money,"[4243, 6701, 667, 5256, 17264]"
the firm,"[14896, 8946, 18601, 267, 2348]"
free willy,"[5488, 13828, 19368, 16033, 635]"
fresh,"[2325, 10558, 16972, 17905, 2041]"
the fugitive,"[6081, 6082, 5453, 13925, 9477]"
geronimo: an american legend,"[7495, 6570, 13912, 6422, 4469]"
the getaway,"[6746, 7764, 6944, 6825, 2510]"
a good man in africa,"[2175, 1009, 12610, 21744, 575]"
guilty as sin,"[1779, 16390, 21166, 3298, 1154]"
hard target,"[533, 4993, 1033, 21175, 6790]"
heaven & earth,"[8139, 11052, 8505, 10704, 3377]"
hot shots! part deux,"[4120, 7624, 11523, 204, 1302]"
the englishman who went up a hill but came down a mountain,"[826, 15522, 11244, 4067, 12802]"
the house of the spirits,"[6168, 18658, 2956, 8781, 9359]"
the hudsucker proxy,"[142, 4848, 16337, 13923, 11331]"
i'll do anything,"[1740, 18582, 20243, 2162, 3679]"
in the line of fire,"[2503, 14087, 5284, 3722, 1793]"
in the name of the father,"[9484, 8551, 17794, 14568, 8075]"
what's love got to do with it,"[8155, 18960, 7439, 8226, 19128]"
judgment night,"[1272, 2563, 15807, 10625, 10223]"
jurassic park,"[1920, 6283, 4827, 5648, 14564]"
kalifornia,"[10484, 6135, 7378, 5030, 11991]"
killing zoe,"[10533, 315, 7689, 9426, 8235]"
king of the hill,"[1218, 9349, 12845, 21077, 18496]"
lassie,"[7199, 18771, 4147, 9131, 1217]"
last action hero,"[2311, 14443, 10889, 2052, 8724]"
life with mikey,"[4944, 15740, 3302, 8333, 6247]"
lightning jack,"[9248, 1306, 7619, 18609, 9452]"
m. butterfly,"[15442, 5241, 6355, 17538, 1746]"
made in america,"[11560, 805, 3338, 8738, 9653]"
malice,"[11923, 10187, 21094, 4005, 111]"
the man without a face,"[9935, 8499, 513, 8417, 9565]"
manhattan murder mystery,"[648, 12274, 9953, 1779, 4197]"
menace ii society,"[779, 7690, 318, 3759, 12370]"
executive decision,"[5352, 2439, 14443, 1400, 2931]"
in the realm of the senses,"[7461, 1894, 11006, 14419, 20939]"
much ado about nothing,"[10696, 4848, 12258, 8734, 142]"
mr. jones,"[10267, 7301, 15168, 5548, 2163]"
mr. wonderful,"[11560, 1820, 1337, 3338, 13470]"
mrs. doubtfire,"[1302, 8482, 2540, 4330, 1344]"
naked,"[9397, 7484, 13403, 9711, 4781]"
no escape,"[3933, 3421, 6660, 7764, 1033]"
orlando,"[14282, 6450, 8942, 12967, 9418]"
a perfect world,"[2439, 2815, 11462, 5353, 3652]"
philadelphia,"[21166, 7439, 20892, 18470, 15738]"
the piano,"[8127, 834, 3206, 4258, 1951]"
poetic justice,"[3729, 8057, 8740, 1573, 1222]"
the program,"[18470, 15868, 7439, 3546, 1278]"
the puppet masters,"[13861, 20747, 1926, 8307, 1717]"
radioland murders,"[379, 14534, 1703, 7477, 11109]"
the ref,"[20510, 15281, 2162, 8545, 16337]"
the remains of the day,"[1348, 4302, 8057, 15442, 8740]"
renaissance man,"[11904, 575, 20892, 17324, 610]"
rising sun,"[6569, 662, 6019, 4016, 8140]"
the road to wellville,"[12361, 9176, 21091, 10332, 3318]"
robin hood: men in tights,"[7572, 17582, 1346, 15745, 20450]"
romeo is bleeding,"[4848, 13508, 3248, 11688, 10176]"
romper stomper,"[10005, 7937, 11131, 4525, 14570]"
ruby in paradise,"[12238, 16414, 4955, 15774, 20982]"
rudy,"[7806, 9037, 16250, 1779, 6142]"
savage nights,"[16061, 2198, 11945, 19675, 3908]"
schindler's list,"[3626, 21199, 9208, 12421, 9512]"
the scout,"[1302, 2540, 6047, 4330, 1344]"
searching for bobby fischer,"[3083, 12369, 15172, 1154, 7439]"
second best,"[4848, 20459, 571, 13279, 1573]"
the secret garden,"[10205, 12998, 11958, 8630, 7918]"
serial mom,"[300, 7199, 18109, 15854, 1433]"
the shadow,"[3041, 5776, 3869, 10242, 10246]"
shadowlands,"[3084, 8461, 5249, 13924, 5553]"
short cuts,"[1004, 3568, 1756, 19586, 20479]"
a simple twist of fate,"[7546, 14070, 10191, 15958, 12056]"
sirens,"[3123, 5287, 6201, 1762, 571]"
six degrees of separation,"[6281, 4324, 16484, 13446, 11356]"
sleepless in seattle,"[2182, 9944, 21273, 1218, 3357]"
blade runner,"[1337, 2351, 13812, 2439, 11053]"
son in law,"[5495, 9496, 9506, 14058, 11267]"
so i married an axe murderer,"[712, 2936, 3422, 1327, 16466]"
striking distance,"[5062, 5453, 368, 1991, 44]"
surviving the game,"[6156, 257, 12030, 563, 1839]"
thirty two short films about glenn gould,"[20575, 18794, 1943, 21156, 10290]"
threesome,"[269, 8057, 1740, 2442, 8507]"
the nightmare before christmas,"[20500, 12315, 15761, 13918, 17317]"
the three musketeers,"[1306, 14443, 21108, 5239, 6730]"
tombstone,"[12886, 3021, 17747, 1306, 14443]"
trial by jury,"[2815, 1337, 2439, 13561, 85]"
true romance,"[13988, 2390, 85, 9477, 6320]"
the war room,"[17529, 9441, 10406, 17358, 10079]"
the pagemaster,"[4089, 2878, 3429, 1916, 7627]"
welcome to the dollhouse,"[4888, 21704, 5052, 16201, 20887]"
germinal,"[20735, 21794, 19810, 21694, 17148]"
cronos,"[7169, 9956, 14024, 6880, 4762]"
kika,"[5809, 8346, 1281, 10588, 2254]"
little big league,"[3810, 1669, 4845, 10854, 16894]"
the slingshot,"[20618, 13993, 17442, 18105, 15365]"
"ciao, professore!","[17499, 17660, 18203, 18891, 19218]"
spanking the monkey,"[828, 14763, 19188, 1370, 5515]"
the little rascals,"[11906, 7384, 17230, 1858, 4243]"
the celluloid closet,"[11880, 8923, 16000, 7558, 4850]"
café au lait,"[13161, 918, 10930, 11589, 10319]"
dear diary,"[8147, 8526, 17293, 17527, 21677]"
i don't want to talk about it,"[9779, 1011, 17258, 2946, 6681]"
the brady bunch movie,"[2222, 17330, 15290, 4316, 4779]"
ghost,"[11781, 76, 6266, 7298, 3552]"
aladdin,"[7586, 8774, 1688, 19137, 493]"
terminator 2: judgment day,"[15611, 1093, 2468, 12835, 20588]"
dances with wolves,"[4726, 3248, 15219, 8109, 4696]"
batman,"[117, 7576, 10205, 361, 2043]"
the silence of the lambs,"[368, 5806, 10484, 2984, 1154]"
snow white and the seven dwarfs,"[3976, 12321, 11671, 1488, 8899]"
beauty and the beast,"[20847, 10530, 11367, 8774, 13162]"
pinocchio,"[1470, 727, 13748, 6175, 1688]"
pretty woman,"[21098, 16345, 15589, 3937, 8507]"
the wild bunch,"[10113, 16624, 3856, 6403, 15753]"
love and a .45,"[8299, 1694, 2271, 1991, 9548]"
bye bye love,"[1604, 2736, 750, 4372, 2615]"
one fine day,"[4372, 15375, 2701, 8176, 2013]"
fargo,"[10569, 7333, 13508, 9199, 3068]"
homeward bound ii: lost in san francisco,"[714, 19137, 1688, 3760, 493]"
heavy metal,"[7232, 4700, 5195, 7571, 6670]"
jane eyre,"[21372, 8474, 11267, 10139, 4406]"
bread and chocolate,"[16238, 20001, 17804, 18229, 6824]"
the aristocats,"[1477, 6514, 727, 1688, 729]"
the flower of my secret,"[4133, 16605, 15852, 4344, 15274]"
two much,"[7323, 4243, 14040, 14431, 14820]"
halfaouine: boy of the terraces,"[12842, 19153, 2795, 8621, 18197]"
a thin line between love and hate,"[18801, 1056, 64, 21094, 1560]"
the last supper,"[2503, 10658, 8699, 6599, 2442]"
primal fear,"[4769, 2094, 1249, 8299, 2290]"
carried away,"[17717, 4686, 745, 15050, 15241]"
land and freedom,"[10529, 1794, 21005, 9581, 10213]"
a family thing,"[224, 8484, 2917, 107, 16941]"
sgt. bilko,"[7384, 8923, 397, 5569, 20700]"
jack & sarah,"[10162, 8606, 1149, 17622, 1316]"
girl 6,"[5515, 14023, 18172, 6884, 3662]"
diabolique,"[20870, 7378, 6418, 8595, 2815]"
"little indian, big city","[16930, 16860, 13007, 10678, 13212]"
